iter	Logloss
264	0.3828528271
265	0.3823851636
266	0.381872422
267	0.3814265346
268	0.3808094247
269	0.3804413919
270	0.379998587
271	0.379263445
272	0.3786704819
273	0.3780427755
274	0.3775234274
275	0.3771372856
276	0.3766749155
277	0.376356985
278	0.3758793231
279	0.3755483894
280	0.3749678183
281	0.3745674676
282	0.374060814
283	0.3736412895
284	0.373421443
285	0.3726834064
286	0.3722039997
287	0.3717055275
288	0.3712898897
289	0.3708748526
290	0.3704839014
291	0.3699216094
292	0.3695033572
293	0.3688679584
294	0.3684151479
295	0.3676819538
296	0.3673453202
297	0.366862063
298	0.3664623254
299	0.3658189866
300	0.3652188393
301	0.3648975065
302	0.3642899698
303	0.3639462582
304	0.3633213468
305	0.3630159356
306	0.3625136342
307	0.3618712497
308	0.3616390403
309	0.3615696581
310	0.361248717
311	0.360737728
312	0.3604016898
313	0.3601042276
314	0.3596122499
315	0.3591273916
316	0.3585290295
317	0.358091512
318	0.3577891624
319	0.3573291181
320	0.3571796658
321	0.3566969395
322	0.3562651124
323	0.3559382719
324	0.3555865814
325	0.3551948462
326	0.3545541598
327	0.3542099261
328	0.3537979132
329	0.3535154625
330	0.353188904
331	0.3528199824
332	0.3523948982
333	0.3521172136
334	0.3517317463
335	0.3513176023
336	0.350887951
337	0.3505414396
338	0.3501560121
339	0.3497242558
340	0.3492234745
341	0.3487084258
342	0.3484180583
343	0.3480466547
344	0.3474903059
345	0.3471421901
346	0.3467062264
347	0.3462774029
348	0.3459347243
349	0.3453037428
350	0.3449202903
351	0.3446249648
352	0.344301128
353	0.343964856
354	0.3435999599
355	0.3433120902
356	0.3429555463
357	0.3425680492
358	0.3419836146
359	0.3415702747
360	0.3409526976
361	0.3404256572
362	0.3402084054
363	0.3398133162
364	0.3395885969
365	0.3393251544
366	0.3390161159
367	0.3385991407
368	0.3381387429
369	0.3377824671
370	0.3372706226
371	0.3368062738
372	0.3364788669
373	0.3361350612
374	0.335867617
375	0.335297995
376	0.3347751761
377	0.33437373
378	0.3339456352
379	0.3335680358
380	0.3333123704
381	0.3328527163
382	0.3323267819
383	0.3320641239
384	0.3316634898
385	0.3313724761
386	0.331061092
387	0.3308041274
388	0.3306236432
389	0.3300460932
390	0.3294730904
391	0.3290203312
392	0.3284050549
393	0.3280197315
394	0.3277320611
395	0.3273029676
396	0.3269603312
397	0.3264501223
398	0.3261619058
399	0.3257028781
400	0.3253137452
401	0.3249036278
402	0.324551695
403	0.3241294351
404	0.3236396802
405	0.3232465923
406	0.3229072036
407	0.322745017
408	0.3223517575
409	0.3217240808
410	0.3212766246
411	0.3208357526
412	0.320378138
413	0.3198596765
414	0.3192391787
415	0.31907654
416	0.3186684471
417	0.3183274705
418	0.3180986354
419	0.3179440574
420	0.3176163146
421	0.3172939816
422	0.3169060803
423	0.3166144938
424	0.3163911178
425	0.316016106
426	0.3156114856
427	0.3153795776
428	0.3151713787
429	0.3147300076
430	0.31431518
431	0.3138913417
432	0.3136108718
433	0.3132021119
434	0.3129258317
435	0.3125054611
436	0.3119970073
437	0.3116820918
438	0.3113016128
439	0.3110342308
440	0.3108229722
441	0.310540765
442	0.3101784436
443	0.3099252229
444	0.3095423185
445	0.309142208
446	0.3088415223
447	0.3084917084
448	0.3079293008
449	0.3075937414
450	0.3073103318
451	0.3069811453
452	0.3066198924
453	0.3064089977
454	0.3059949233
455	0.3057559204
456	0.305409136
457	0.3051976025
458	0.3047789882
459	0.3044407936
460	0.3042706232
461	0.3039246388
462	0.3036029451
463	0.3032882106
464	0.3029810343
465	0.3027134732
466	0.3025120682
467	0.3021511353
468	0.3019354014
469	0.3014387118
470	0.3011510151
471	0.3008652206
472	0.3005203099
473	0.3001933982
474	0.299944857
475	0.2997966381
476	0.2996206849
477	0.2992085582
478	0.2989497348
479	0.2986599451
480	0.2984612005
481	0.2981307542
482	0.2978085699
483	0.2973797457
484	0.2971463411
485	0.2969459425
486	0.2967384449
487	0.2963943479
488	0.2961498855
489	0.2958747307
490	0.2956642305
491	0.2954664082
492	0.2953360929
493	0.2948760438
494	0.2947127101
495	0.2944283924
496	0.2941398114
497	0.29367022
498	0.2935028479
499	0.2932985124
500	0.2928959912
501	0.2926862296
502	0.2924546215
503	0.2921607256
504	0.2919277204
505	0.2915307043
506	0.2913281934
507	0.2911054859
508	0.2908215177
509	0.2904538134
510	0.2901377488
511	0.2898584596
512	0.2895358428
513	0.2891602702
514	0.2889276803
515	0.2888205575
516	0.2885548537
517	0.2881970346
518	0.2878633057
519	0.2876237693
520	0.2873736661
521	0.287086393
522	0.2867945591
523	0.2866198029
524	0.2863857947
525	0.2860591447
526	0.2858527461
527	0.285700553
528	0.2853164455
529	0.2850596006
530	0.2846783751
531	0.2844399507
532	0.2842581658
533	0.2838895785
534	0.2836754762
535	0.2833857882
536	0.2831271153
537	0.2827940177
538	0.2824794188
539	0.282344306
540	0.2820114406
541	0.2816789705
542	0.2815184741
543	0.2812050591
544	0.2810033055
545	0.2806536325
546	0.2804330512
547	0.2803244845
548	0.2799272226
549	0.2796602551
550	0.2794005904
551	0.2790751956
552	0.2788446269
553	0.2785993157
554	0.2783963076
555	0.2781099071
556	0.2778125239
557	0.2774125262
558	0.2772095312
559	0.2769238612
560	0.2767223502
561	0.2765127425
562	0.2762298473
563	0.2759515974
564	0.2756286559
565	0.275418668
566	0.2752490486
567	0.2749810847
568	0.2747026649
569	0.2744901172
570	0.2741235094
571	0.2739455867
572	0.2736476141
573	0.2733176517
574	0.2729811335
575	0.2726404638
576	0.2725270585
577	0.2723082883
578	0.2721329099
579	0.2717498941
580	0.2713937431
581	0.2712335217
582	0.270757217
583	0.2703856913
584	0.2701535614
585	0.2698715368
586	0.2696779831
587	0.2694266386
588	0.2692046725
589	0.2688419821
590	0.2685191693
591	0.2682860939
592	0.2679106238
593	0.2676480597
594	0.2674183152
595	0.2671401999
596	0.2666779576
597	0.2662443718
598	0.2659142706
599	0.2656558769
600	0.2654254187
601	0.2650515991
602	0.2646881549
603	0.264503229
604	0.2643287797
605	0.2640820448
606	0.2637967113
607	0.2635281712
608	0.2633296929
609	0.2631251303
610	0.2628534926
611	0.2625955875
612	0.2623380355
613	0.2620968363
614	0.2619653104
615	0.2618026193
616	0.2616089059
617	0.2613042127
618	0.261045643
619	0.2606917401
620	0.2604677688
621	0.2603290451
622	0.2599955431
623	0.2596615121
624	0.2594609006
625	0.259145273
626	0.2589457046
627	0.2586338549
628	0.2584019085
629	0.2581336813
630	0.2578715693
631	0.2576039619
632	0.2574081042
633	0.2571637145
634	0.2569185606
635	0.2565670842
636	0.2563408202
637	0.2560103506
638	0.2557642106
639	0.2555697891
640	0.2553005063
641	0.2551389232
642	0.2549768301
643	0.2545662213
644	0.2543050557
645	0.2540220167
646	0.2536242669
647	0.2532804045
648	0.2530165562
649	0.2528194401
650	0.2526279511
651	0.2523320901
652	0.2521509865
653	0.2520204705
654	0.2517502252
655	0.2515781088
656	0.2512682189
657	0.2509508006
658	0.250579954
659	0.2504328472
660	0.2502423801
661	0.2500566257
662	0.2497014549
663	0.2495348799
664	0.2495094461
665	0.2492355615
666	0.2486969644
667	0.248418171
668	0.2482524087
669	0.2479742096
670	0.2476874811
671	0.247543857
672	0.2473786926
673	0.2471233166
674	0.246877915
675	0.246570038
676	0.2464706846
677	0.2462102511
678	0.2459445631
679	0.2455691062
680	0.2452925403
681	0.2450938455
682	0.2449810558
683	0.2446394562
684	0.244414273
685	0.2442058522
686	0.2440444969
687	0.2438424389
688	0.2435916447
689	0.2434774658
690	0.2432469938
691	0.2431203846
692	0.2426759838
693	0.2422736011
694	0.2419943751
695	0.2417686994
696	0.2415855915
697	0.2413871202
698	0.2410971505
699	0.2408596566
700	0.2405998251
701	0.2403740261
702	0.2401959574
703	0.2400774516
704	0.2399627089
705	0.2396098077
706	0.239349378
707	0.239167
708	0.2389631622
709	0.2386341883
710	0.2384405608
711	0.2381627204
712	0.2378651996
713	0.2377008657
714	0.2374931901
715	0.2371889066
716	0.2369956226
717	0.2366805025
718	0.2365173684
719	0.2362182407
720	0.2359572058
721	0.2358354151
722	0.2356026865
723	0.2354146547
724	0.2351089618
725	0.2350027225
726	0.2346764784
727	0.2345133228
728	0.2341330087
729	0.2339073137
730	0.2336169611
731	0.2332822467
732	0.2329746473
733	0.2326678658
734	0.2324456641
735	0.2323023934
736	0.2321495779
737	0.2318218245
738	0.2316325013
739	0.2313703596
740	0.2310975378
741	0.2309592474
742	0.2307743172
743	0.2304622441
744	0.230155081
745	0.2297703399
746	0.2296218329
747	0.2294344278
748	0.2291357531
749	0.2289369054
750	0.2287613119
751	0.2285320665
752	0.2283251808
753	0.2280981285
754	0.2278830587
755	0.227684579
756	0.2276527752
757	0.2274873796
758	0.2273095005
759	0.2271730872
760	0.2269841454
761	0.2267332453
762	0.2265179656
763	0.2263825572
764	0.2261609479
765	0.225945842
766	0.2256670735
767	0.2254866664
768	0.2252707225
769	0.225014421
770	0.2248551734
771	0.2246418666
772	0.2243229521
773	0.2241567418
774	0.2240080512
775	0.2238241842
776	0.2235757027
777	0.2233521359
778	0.2230711905
779	0.2229400342
780	0.2227315846
781	0.2225359336
782	0.222294884
783	0.222055705
784	0.2218507663
785	0.2216021975
786	0.2212946786
787	0.2210833754
788	0.2209114941
789	0.2206582048
790	0.2205007295
791	0.2203135831
792	0.2201268222
793	0.2198515056
794	0.2196444687
795	0.2192797279
796	0.2190498297
797	0.2188190352
798	0.2186829798
799	0.21845343
800	0.2182495635
801	0.2181584638
802	0.2179175155
803	0.2175789197
804	0.217362147
805	0.2169122394
806	0.2166910006
807	0.2164815887
808	0.2161828939
809	0.2159432998
810	0.2158655353
811	0.2156706496
812	0.2154103505
813	0.2151004838
814	0.2148582718
815	0.2147270761
816	0.2144997828
817	0.2139360367
818	0.2137144214
819	0.2135577889
820	0.2134241153
821	0.2133043648
822	0.2130494009
823	0.212778228
824	0.2124444057
825	0.2123166544
826	0.2120880629
827	0.2119706007
828	0.211785454
829	0.2115929377
830	0.2114681342
831	0.2113002324
832	0.2111196564
833	0.2109998215
834	0.2108398716
835	0.2106966298
836	0.2103974525
837	0.2101711764
838	0.210001305
839	0.2098819945
840	0.2095019718
841	0.2092874958
842	0.2091483987
843	0.2089462154
844	0.2087480242
845	0.2085778824
846	0.2084086287
847	0.2080836657
848	0.2079352274
849	0.2076676159
850	0.2075031671
851	0.2073432644
852	0.2070363409
853	0.2068561398
854	0.2068529266
855	0.206579531
856	0.2062381373
857	0.2059311212
858	0.2057804472
859	0.2055919148
860	0.2055094591
861	0.2052410632
862	0.2050515616
863	0.2047044032
864	0.2044624988
865	0.204231982
866	0.2040757735
867	0.2039261689
868	0.2037644121
869	0.2036417767
870	0.203262362
871	0.2030623638
872	0.202752055
873	0.2025909436
874	0.2022021638
875	0.2020500974
876	0.2019158675
877	0.2017983643
878	0.2014750412
879	0.2013097252
880	0.201000595
881	0.2008237128
882	0.2004955416
883	0.2003108762
884	0.2001448602
885	0.1999987643
886	0.199762888
887	0.1995281508
888	0.1992294418
889	0.1991145336
890	0.1989847943
891	0.1987805107
892	0.1985262626
893	0.1983659137
894	0.1982434965
895	0.1980409004
896	0.1978310595
897	0.1975749039
898	0.1973867956
899	0.1971940571
900	0.1970181211
901	0.1967269925
902	0.1965227248
903	0.1963248727
904	0.1960451107
905	0.1959101873
906	0.1957022605
907	0.1955670818
908	0.1954590223
909	0.1952483177
910	0.1949251487
911	0.1946435144
912	0.1944335822
913	0.1942408314
914	0.1940605932
915	0.1938227726
916	0.1934948823
917	0.1933632994
918	0.1932227096
919	0.1931490969
920	0.1929790792
921	0.1927708261
922	0.192578317
923	0.1923095624
924	0.1921076206
925	0.1920030169
926	0.191827294
927	0.1917121471
928	0.1915672574
929	0.1912199139
930	0.1908893995
931	0.1906068456
932	0.1904643973
933	0.190285735
934	0.1900504941
935	0.1897936902
936	0.1895168664
937	0.1893853979
938	0.1891811618
939	0.1890714698
940	0.1887896228
941	0.188589663
942	0.1883520431
943	0.1882439307
944	0.1879883493
945	0.1878242212
946	0.1876963995
947	0.187425662
948	0.1872697541
949	0.1871173562
950	0.1870092939
951	0.186891571
952	0.1867882725
953	0.1865899167
954	0.1864087219
955	0.1862185396
956	0.1861013781
957	0.1859084662
958	0.1856550383
959	0.18550578
960	0.1851868251
961	0.185051401
962	0.1848459367
963	0.1846396903
964	0.1845015798
965	0.1843391441
966	0.1842147782
967	0.1839708881
968	0.183789172
969	0.183590834
970	0.1834362535
971	0.1832769334
972	0.1831074972
973	0.1829749836
974	0.18272558
975	0.1825357985
976	0.1824221602
977	0.1822300253
978	0.1821140905
979	0.1819979063
980	0.181689404
981	0.181500515
982	0.1813261985
983	0.181203765
984	0.1810988598
985	0.1808977045
986	0.1807641921
987	0.1806212198
988	0.1803908461
989	0.1802625941
990	0.1801359249
991	0.1799746151
992	0.1798604788
993	0.1797447653
994	0.1796448444
995	0.1794772269
996	0.1793256489
997	0.1789613388
998	0.1787049376
999	0.1785098092
